,index,community_full,value,label,community,graph,color,marker
3157,right precuneus,medpar_gt_4,1,med-par,4,SUVR-derived graph,#814B91,^
3158,right precuneus,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
3159,right precuneus,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
3160,right precuneus,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
3161,right precuneus,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
3162,right precuneus,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
3163,right precuneus,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
3164,right precuneus,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
3165,right precuneus,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
3166,right precuneus,medtemp_shap_4,1,med-temp,4,SHAP-derived graph,#814B91,o
3167,right precuneus,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
3168,right precuneus,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
3169,right precuneus,medtemp_gt_5,1,med-temp,5,SUVR-derived graph,#71B8B4,^
3170,right precuneus,occ_shap_1,0,occipital,1,SHAP-derived graph,#C25954,o
3171,right precuneus,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
3172,right precuneus,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
3173,right precuneus,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
3174,right precuneus,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
3175,right precuneus,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
3176,right precuneus,occ_shap_4,1,occipital,4,SHAP-derived graph,#814B91,o
3177,right precuneus,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
3178,right precuneus,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
3179,right precuneus,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
3180,right rostral anterior cingulate,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
3181,right rostral anterior cingulate,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
3182,right rostral anterior cingulate,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
3183,right rostral anterior cingulate,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
3184,right rostral anterior cingulate,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
3185,right rostral anterior cingulate,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
3186,right rostral anterior cingulate,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
3187,right rostral anterior cingulate,front_gt_4,1,frontal,4,SUVR-derived graph,#814B91,^
3188,right rostral anterior cingulate,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
3189,right rostral anterior cingulate,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
3190,right rostral anterior cingulate,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
3191,right rostral anterior cingulate,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
3192,right rostral anterior cingulate,latpar_shap_2,1,lat-par,2,SHAP-derived graph,#939ABE,o
3193,right rostral anterior cingulate,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
3194,right rostral anterior cingulate,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
3195,right rostral anterior cingulate,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
3196,right rostral anterior cingulate,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
3197,right rostral anterior cingulate,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
3198,right rostral anterior cingulate,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
3199,right rostral anterior cingulate,latpar_gt_5,1,lat-par,5,SUVR-derived graph,#71B8B4,^
3200,right rostral anterior cingulate,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
3201,right rostral anterior cingulate,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
3202,right rostral anterior cingulate,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
3203,right rostral anterior cingulate,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
3204,right rostral anterior cingulate,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
3205,right rostral anterior cingulate,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
3206,right rostral anterior cingulate,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
3207,right rostral anterior cingulate,lattemp_gt_4,1,lat-temp,4,SUVR-derived graph,#814B91,^
3208,right rostral anterior cingulate,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
3209,right rostral anterior cingulate,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
3210,right rostral anterior cingulate,medpar_shap_1,1,med-par,1,SHAP-derived graph,#C25954,o
3211,right rostral anterior cingulate,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
3212,right rostral anterior cingulate,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
3213,right rostral anterior cingulate,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
3214,right rostral anterior cingulate,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
3215,right rostral anterior cingulate,medpar_gt_3,1,med-par,3,SUVR-derived graph,#D97F31,^
3216,right rostral anterior cingulate,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
3217,right rostral anterior cingulate,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
3218,right rostral anterior cingulate,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
3219,right rostral anterior cingulate,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
3220,right rostral anterior cingulate,medtemp_shap_1,1,med-temp,1,SHAP-derived graph,#C25954,o
3221,right rostral anterior cingulate,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
3222,right rostral anterior cingulate,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
3223,right rostral anterior cingulate,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
3224,right rostral anterior cingulate,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
3225,right rostral anterior cingulate,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
3226,right rostral anterior cingulate,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
3227,right rostral anterior cingulate,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
3228,right rostral anterior cingulate,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
3229,right rostral anterior cingulate,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
3230,right rostral anterior cingulate,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
3231,right rostral anterior cingulate,occ_gt_1,0,occipital,1,SUVR-derived graph,#C25954,^
3232,right rostral anterior cingulate,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
3233,right rostral anterior cingulate,occ_gt_2,1,occipital,2,SUVR-derived graph,#939ABE,^
3234,right rostral anterior cingulate,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
3235,right rostral anterior cingulate,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
3236,right rostral anterior cingulate,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
3237,right rostral anterior cingulate,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
3238,right rostral anterior cingulate,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
3239,right rostral anterior cingulate,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
3240,right rostral middle frontal,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
3241,right rostral middle frontal,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
3242,right rostral middle frontal,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
3243,right rostral middle frontal,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
3244,right rostral middle frontal,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
3245,right rostral middle frontal,front_gt_3,1,frontal,3,SUVR-derived graph,#D97F31,^
3246,right rostral middle frontal,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
3247,right rostral middle frontal,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
3248,right rostral middle frontal,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
3249,right rostral middle frontal,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
3250,right rostral middle frontal,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
3251,right rostral middle frontal,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
3252,right rostral middle frontal,latpar_shap_2,1,lat-par,2,SHAP-derived graph,#939ABE,o
3253,right rostral middle frontal,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
3254,right rostral middle frontal,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
3255,right rostral middle frontal,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
3256,right rostral middle frontal,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
3257,right rostral middle frontal,latpar_gt_4,1,lat-par,4,SUVR-derived graph,#814B91,^
3258,right rostral middle frontal,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
3259,right rostral middle frontal,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
3260,right rostral middle frontal,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
3261,right rostral middle frontal,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
3262,right rostral middle frontal,lattemp_shap_2,1,lat-temp,2,SHAP-derived graph,#939ABE,o
3263,right rostral middle frontal,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
3264,right rostral middle frontal,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
3265,right rostral middle frontal,lattemp_gt_3,1,lat-temp,3,SUVR-derived graph,#D97F31,^
3266,right rostral middle frontal,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
3267,right rostral middle frontal,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
3268,right rostral middle frontal,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
3269,right rostral middle frontal,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
3270,right rostral middle frontal,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
3271,right rostral middle frontal,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
3272,right rostral middle frontal,medpar_shap_2,1,med-par,2,SHAP-derived graph,#939ABE,o
3273,right rostral middle frontal,medpar_gt_2,1,med-par,2,SUVR-derived graph,#939ABE,^
3274,right rostral middle frontal,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
3275,right rostral middle frontal,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
3276,right rostral middle frontal,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
3277,right rostral middle frontal,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
3278,right rostral middle frontal,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
3279,right rostral middle frontal,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
3280,right rostral middle frontal,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
3281,right rostral middle frontal,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
3282,right rostral middle frontal,medtemp_shap_2,1,med-temp,2,SHAP-derived graph,#939ABE,o
3283,right rostral middle frontal,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
3284,right rostral middle frontal,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
3285,right rostral middle frontal,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
3286,right rostral middle frontal,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
3287,right rostral middle frontal,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
3288,right rostral middle frontal,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
3289,right rostral middle frontal,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
3290,right rostral middle frontal,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
3291,right rostral middle frontal,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
3292,right rostral middle frontal,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
3293,right rostral middle frontal,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
3294,right rostral middle frontal,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
3295,right rostral middle frontal,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
3296,right rostral middle frontal,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
3297,right rostral middle frontal,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
3298,right rostral middle frontal,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
3299,right rostral middle frontal,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
3300,right superior frontal,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
3301,right superior frontal,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
3302,right superior frontal,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
3303,right superior frontal,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
3304,right superior frontal,front_shap_3,1,frontal,3,SHAP-derived graph,#D97F31,o
3305,right superior frontal,front_gt_3,1,frontal,3,SUVR-derived graph,#D97F31,^
3306,right superior frontal,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
3307,right superior frontal,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
3308,right superior frontal,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
3309,right superior frontal,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
3310,right superior frontal,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
3311,right superior frontal,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
3312,right superior frontal,latpar_shap_2,1,lat-par,2,SHAP-derived graph,#939ABE,o
3313,right superior frontal,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
3314,right superior frontal,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
3315,right superior frontal,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
3316,right superior frontal,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
3317,right superior frontal,latpar_gt_4,1,lat-par,4,SUVR-derived graph,#814B91,^
3318,right superior frontal,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
3319,right superior frontal,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
3320,right superior frontal,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
3321,right superior frontal,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
3322,right superior frontal,lattemp_shap_2,1,lat-temp,2,SHAP-derived graph,#939ABE,o
3323,right superior frontal,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
3324,right superior frontal,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
3325,right superior frontal,lattemp_gt_3,1,lat-temp,3,SUVR-derived graph,#D97F31,^
3326,right superior frontal,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
3327,right superior frontal,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
3328,right superior frontal,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
3329,right superior frontal,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
3330,right superior frontal,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
3331,right superior frontal,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
3332,right superior frontal,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
3333,right superior frontal,medpar_gt_2,1,med-par,2,SUVR-derived graph,#939ABE,^
3334,right superior frontal,medpar_shap_3,1,med-par,3,SHAP-derived graph,#D97F31,o
3335,right superior frontal,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
3336,right superior frontal,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
3337,right superior frontal,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
3338,right superior frontal,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
3339,right superior frontal,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
3340,right superior frontal,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
3341,right superior frontal,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
3342,right superior frontal,medtemp_shap_2,1,med-temp,2,SHAP-derived graph,#939ABE,o
3343,right superior frontal,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
3344,right superior frontal,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
3345,right superior frontal,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
3346,right superior frontal,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
3347,right superior frontal,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
3348,right superior frontal,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
3349,right superior frontal,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
3350,right superior frontal,occ_shap_1,0,occipital,1,SHAP-derived graph,#C25954,o
3351,right superior frontal,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
3352,right superior frontal,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
3353,right superior frontal,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
3354,right superior frontal,occ_shap_3,1,occipital,3,SHAP-derived graph,#D97F31,o
3355,right superior frontal,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
3356,right superior frontal,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
3357,right superior frontal,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
3358,right superior frontal,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
3359,right superior frontal,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
3360,right superior parietal,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
3361,right superior parietal,front_gt_1,1,frontal,1,SUVR-derived graph,#C25954,^
3362,right superior parietal,front_shap_2,1,frontal,2,SHAP-derived graph,#939ABE,o
3363,right superior parietal,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
3364,right superior parietal,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
3365,right superior parietal,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
3366,right superior parietal,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
3367,right superior parietal,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
3368,right superior parietal,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
3369,right superior parietal,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
3370,right superior parietal,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
3371,right superior parietal,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
3372,right superior parietal,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
3373,right superior parietal,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
3374,right superior parietal,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
3375,right superior parietal,latpar_gt_3,1,lat-par,3,SUVR-derived graph,#D97F31,^
3376,right superior parietal,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
3377,right superior parietal,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
3378,right superior parietal,latpar_shap_5,1,lat-par,5,SHAP-derived graph,#71B8B4,o
3379,right superior parietal,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
3380,right superior parietal,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
3381,right superior parietal,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
3382,right superior parietal,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
3383,right superior parietal,lattemp_gt_2,1,lat-temp,2,SUVR-derived graph,#939ABE,^
3384,right superior parietal,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
3385,right superior parietal,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
3386,right superior parietal,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
3387,right superior parietal,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
3388,right superior parietal,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
3389,right superior parietal,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
3390,right superior parietal,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
3391,right superior parietal,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
3392,right superior parietal,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
3393,right superior parietal,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
3394,right superior parietal,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
3395,right superior parietal,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
3396,right superior parietal,medpar_shap_4,1,med-par,4,SHAP-derived graph,#814B91,o
3397,right superior parietal,medpar_gt_4,1,med-par,4,SUVR-derived graph,#814B91,^
3398,right superior parietal,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
3399,right superior parietal,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
3400,right superior parietal,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
3401,right superior parietal,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
3402,right superior parietal,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
3403,right superior parietal,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
3404,right superior parietal,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
3405,right superior parietal,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
3406,right superior parietal,medtemp_shap_4,1,med-temp,4,SHAP-derived graph,#814B91,o
3407,right superior parietal,medtemp_gt_4,1,med-temp,4,SUVR-derived graph,#814B91,^
3408,right superior parietal,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
3409,right superior parietal,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
3410,right superior parietal,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
3411,right superior parietal,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
3412,right superior parietal,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
3413,right superior parietal,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
3414,right superior parietal,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
3415,right superior parietal,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
3416,right superior parietal,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
3417,right superior parietal,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
3418,right superior parietal,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
3419,right superior parietal,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
3420,right superior temporal,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
3421,right superior temporal,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
3422,right superior temporal,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
3423,right superior temporal,front_gt_2,1,frontal,2,SUVR-derived graph,#939ABE,^
3424,right superior temporal,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
3425,right superior temporal,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
3426,right superior temporal,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
3427,right superior temporal,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
3428,right superior temporal,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
3429,right superior temporal,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
3430,right superior temporal,latpar_shap_1,1,lat-par,1,SHAP-derived graph,#C25954,o
3431,right superior temporal,latpar_gt_1,1,lat-par,1,SUVR-derived graph,#C25954,^
3432,right superior temporal,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
3433,right superior temporal,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
3434,right superior temporal,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
3435,right superior temporal,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
3436,right superior temporal,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
3437,right superior temporal,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
3438,right superior temporal,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
3439,right superior temporal,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
3440,right superior temporal,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
3441,right superior temporal,lattemp_gt_1,1,lat-temp,1,SUVR-derived graph,#C25954,^
3442,right superior temporal,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
3443,right superior temporal,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
3444,right superior temporal,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
3445,right superior temporal,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
3446,right superior temporal,lattemp_shap_4,1,lat-temp,4,SHAP-derived graph,#814B91,o
3447,right superior temporal,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
3448,right superior temporal,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
3449,right superior temporal,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
3450,right superior temporal,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
3451,right superior temporal,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
3452,right superior temporal,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
3453,right superior temporal,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
3454,right superior temporal,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
